catnum,major_minor_code,course_title,course_desc,course_type,units,course_level,active_flag,create_date,last_update_date,updated_by_user_id,optimistic_lock,locked_by_user_id
MATL-2005,MAT,Principles of Engineering Materials,"Structure-property relationships across metals, ceramics, and polymers are developed through mechanical testing, phase diagrams, and the microstructural features that control strength and toughness, including grain size, phase fraction, and defect density. Students interpret binary phase diagrams to predict microstructure from processing history and relate that microstructure to measured mechanical properties. The course applies these relationships to selecting materials for representative engineering components.",LEC,4,2,t,,,,,
MATL-2010,MAT,Thermodynamics of Materials,"Gibbs free energy, chemical potential, and phase equilibria form the thermodynamic framework used to predict which phases are stable at a given temperature and composition. Students construct binary phase diagrams from thermodynamic data and interpret them to identify equilibrium phases, tie lines, and invariant reactions. Reaction equilibria and basic electrochemical concepts introduce the driving forces behind oxidation and related degradation processes. Problem sets connect thermodynamic calculations to the phase diagrams used across materials selection and processing.",LEC,4,2,t,,,,,
MATL-2015,MAT,Diffusion and Phase Transformations,"Ficks laws, Arrhenius-type rate expressions, and time-temperature-transformation diagrams describe how atoms move through solids and how that motion drives phase change. Applications include predicting carburizing depth in heat-treated steel, solidification rate effects on grain structure, and nucleation and growth in diffusion-controlled transformations. Problem sets require solving transport equations under specified boundary conditions and reading TTT and CCT diagrams to predict the resulting microstructure.",LEC,4,2,t,,,,,
MATL-3005,MAT,Materials Characterization Laboratory,"Laboratory sessions put students on X-ray diffractometers and spectroscopy instruments to collect data on unknown material samples, then walk through pattern matching and quantitative analysis to identify phases and composition. Each session culminates in a written report defending an identification against the collected data. Instrument calibration and sample preparation practices are emphasized throughout. Laboratory companion to MATL-3025.",LAB,2,3,t,,,,,
MATL-3010,MAT,Materials Engineering Design,"Material selection is framed as a design decision: given a set of functional requirements, students use property charts and selection indices to weigh candidate metals, polymers, ceramics, and composites against cost, weight, and manufacturability. Short case studies trace historical material substitutions, such as aluminum for steel in automotive panels, to show how selection criteria shift with application. Cross-listed with MANU-2005.",LEC,4,3,t,,,,,
MATL-3015,MAT,Materials Engineering Design Laboratory,"Laboratory sessions pair mechanical testing (tensile, hardness, and impact) with failure analysis of fractured or corroded samples, building the evidence base for a term-long material selection project. Students benchmark candidate materials against a design brief, document test procedures and data in formal reports, and present a final material recommendation. Laboratory companion to MATL-3010. Cross-listed with MANU-3020.",LAB,2,3,t,,,,,
MATL-3020,MAT,Crystallography and Structure of Materials,"Crystal systems, Bravais lattices, and common structures such as FCC, BCC, and HCP are built up systematically and used to index planes and directions with Miller notation. Point defects, dislocations, and grain boundaries are introduced as departures from perfect crystal structure that govern later property discussions. Diffraction geometry, including Braggs law, connects crystal structure to the patterns collected in later characterization work. Exercises have students construct unit cells and compute planar and linear densities by hand.",LEC,4,3,t,,,,,
MATL-3025,MAT,Materials Characterization,"X-ray diffraction, energy-dispersive spectroscopy, and surface-sensitive methods are used to quantify composition and crystal structure in unknown samples. Diffraction patterns are indexed against reference data to identify phases, while spectra are used for elemental analysis of metals, ceramics, and thin films. Students apply these techniques to materials identification problems drawn from failure analysis and quality control contexts.",LEC,4,3,t,,,,,
MATL-3030,MAT,Electron Microscopy,"The physics of electron-sample interaction underlies this study of electron microscopy, covering electron generation, lens systems, and imaging modes such as secondary electron, backscattered electron, and diffraction contrast. Resolution limits and specimen preparation constraints are compared across scanning and transmission instruments, with attention to how each mode reveals different microstructural features. Students learn to select an imaging mode and detector configuration appropriate to a given specimen and question.",LEC,4,3,t,,,,,
MATL-3035,MAT,Electron Microscopy Laboratory,"Hands-on sessions cover sample preparation, mounting, and coating techniques, followed by operation of a scanning electron microscope to capture and interpret micrographs of metal, ceramic, and polymer specimens. Basic diffraction patterns are collected and indexed to identify crystal structure. Each session produces a written report pairing imaging results with microstructural interpretation. Laboratory companion to MATL-3030.",LAB,2,3,t,,,,,
MATL-3040,MAT,Mechanical Behavior of Materials,"Elastic and plastic deformation of engineering metals and polymers is examined through stress-strain testing, yield criteria, and strain hardening models. Students study fatigue crack initiation and growth, creep at elevated temperature, and fracture mechanics parameters used to predict failure. Case studies connect microstructure to macroscopic mechanical response across a range of material classes. Cross-listed with MECH-3030.",LEC,4,3,t,,,,,
MATL-3045,MAT,Physical Metallurgy,"Metallic alloys are examined through the phase transformations and strengthening mechanisms that define their mechanical behavior: precipitation hardening, solid solution strengthening, grain refinement, and martensitic transformation in steels. Heat treatment schedules are designed and predicted using time-temperature-transformation and continuous-cooling-transformation diagrams for specific alloy systems. Case studies cover aluminum aerospace alloys and hardened tool steels.",LEC,4,3,t,,,,,
MATL-3050,MAT,Ceramic Materials,"Ceramic materials are introduced through their crystal structures, ionic and covalent bonding, and the processing routes used to form dense parts, including powder pressing, sintering, and firing. Mechanical behavior emphasizes brittle fracture and the flaw sensitivity that distinguishes ceramics from metals, alongside thermal properties relevant to refractory and electronic applications. Examples range from structural alumina components to piezoelectric ceramics.",LEC,4,3,t,,,,,
MATL-3055,MAT,Composite Materials,"Fiber-reinforced composites are introduced through their constituent phases: reinforcing fibers such as glass and carbon, and polymer, metal, or ceramic matrices that bind them. Coverage includes laminate stacking sequences, basic micromechanics for predicting stiffness and strength, and common fabrication routes like hand layup, filament winding, and resin transfer molding. Case studies from aerospace and automotive panels illustrate how fiber orientation and matrix choice drive performance tradeoffs. Cross-listed with MANU-3025.",LEC,4,3,t,,,,,
MATL-3060,MAT,Polymeric Materials,"Polymer chain architecture, molecular weight distribution, and crystallinity are connected to processing behavior across thermoplastics, thermosets, and elastomers. Processing methods such as extrusion, injection molding, and compression molding are examined alongside the viscoelastic response that distinguishes polymers from metals and ceramics, including creep, stress relaxation, and rate-dependent stiffness. Applications span commodity packaging plastics to engineering polymers used in structural components.",LEC,4,3,t,,,,,
MATL-3065,MAT,Physics of Polymers,"Covers the physical behavior of polymeric materials: chain conformation and molecular weight distribution, glass transition and crystallization, viscoelasticity, and the rheological measurements used to characterize melt and solution behavior. Problem sets connect molecular structure to bulk mechanical and thermal properties observed in processing. The course serves both chemical engineering and materials students, reflected in its dual listing. Cross-listed with CHEM-3035.",LEC,4,3,t,,,,,
MATL-3070,MAT,Corrosion and Degradation of Materials,"Electrochemical half-reactions and Pourbaix diagrams explain why metals corrode in specific environments and how passivation can slow or stop attack. Uniform, galvanic, pitting, and crevice corrosion are distinguished by mechanism and by the inspection evidence each leaves behind. Oxidation of metals at elevated temperature is treated alongside aqueous corrosion, with an emphasis on protective coatings and cathodic protection as mitigation strategies. Case examples span pipelines, marine hardware, and high-temperature alloy components.",LEC,4,3,t,,,,,
MATL-4005,MAT,Senior Design I,"Teams scope a materials engineering project from an open-ended problem statement, defining functional requirements, constraints, and success criteria before any material is selected. Concept generation and down-selection draw on property charts, selection indices, and cost and manufacturability screens developed in earlier design coursework. Each team produces a design proposal, a test plan, and a project schedule that carries into the second semester of the sequence. Progress is documented through periodic design reviews.",LEC,4,4,t,,,,,
MATL-4010,MAT,Senior Design II,"Teams execute the test and evaluation plan defined in the first semester, building or sourcing prototype hardware and characterizing it against the original design requirements. Design iterations respond to test data, with tradeoffs documented and justified against cost, performance, and manufacturability constraints. The sequence concludes with a final written report and a formal oral presentation defending the team's design decisions to a faculty panel. Lessons learned are captured for future project teams.",LEC,4,4,t,,,,,
MATL-4015,MAT,Fracture and Fatigue of Materials,Linear elastic fracture mechanics introduces stress intensity factors and fracture toughness as the properties that govern crack growth in brittle and quasi-brittle materials. S-N curves and Paris law crack growth rates describe how cyclic loading accumulates damage well below a materials static strength. Case studies drawn from aerospace and pressure vessel failures connect fractographic evidence to the loading history that produced it. Students calculate critical crack size and estimate remaining fatigue life for a given component and load spectrum.,LEC,4,4,t,,,,,
MATL-4020,MAT,Electronic and Magnetic Materials,"Band theory is extended from an introductory treatment to explain conductors, semiconductors, and insulators in quantitative terms, including doping, carrier concentration, and junction behavior. Dielectric response, ferroelectricity, and piezoelectricity are covered alongside diamagnetism, paramagnetism, and ferromagnetism as structure-dependent electronic and magnetic phenomena. Applications include sensors, capacitors, and magnetic storage media. Problem sets connect crystal structure and bonding to measured electrical and magnetic property data.",LEC,4,4,t,,,,,
MATL-4025,MAT,Biomaterials,"Metals, ceramics, polymers, and composites are evaluated against the added constraints of a biological environment: biocompatibility, degradation in vivo, and the foreign body response. Coverage includes titanium and cobalt-chromium alloys for implants, bioceramics and bioactive glasses, and resorbable polymers used in sutures and drug delivery. Sterilization methods and regulatory testing frameworks are introduced as constraints on material and process selection. Case studies cover joint replacements, stents, and tissue scaffolds.",LEC,4,4,t,,,,,
MATL-4030,MAT,Failure Analysis of Materials,"Failed components are examined through a structured investigation sequence: visual inspection, fractography, metallography, and chemical analysis are combined to build a case for the root cause of failure. Common failure modes, including fatigue, overload, corrosion, and creep, are distinguished by the physical evidence each leaves on a fracture surface. Students practice writing a failure analysis report that ties observed evidence to a defensible root cause and a corrective action recommendation. Case studies span automotive, aerospace, and infrastructure components.",LEC,4,4,t,,,,,
MATL-4035,MAT,Design Problems,"An independent study format lets a student pursue an open design problem under faculty supervision, beginning with a written proposal that scopes the problem, deliverables, and schedule. Work proceeds through concept development, analysis, and design iteration appropriate to the chosen topic, culminating in a final written report and an oral presentation to faculty. Cross-listed with MANU-4050.",IND,2,4,t,,,,,
MECH-2005,MEC,Introduction to Solid Mechanics,"Stress, strain, and the relationship between them under Hooke's law form the foundation of this course, applied first to axially loaded bars and then to circular shafts under torsion. Students compute deformation, factor of safety, and stress concentration in simple structural members. The course sets up the vocabulary and free body methods used throughout later mechanics coursework.",LEC,4,2,t,,,,,
MECH-2010,MEC,Dynamics,"Newtonian mechanics of particles and rigid bodies grounds this course, covering position, velocity, and acceleration in rotating and translating reference frames. Students apply force-mass-acceleration and work-energy methods to problems in linkages, gears, and simple mechanisms, then extend the same tools to impulse and momentum. Rigid body rotation about fixed axes and general plane motion round out the semester's problem sets.",LEC,4,2,t,,,,,
MECH-2015,MEC,Thermodynamics,"The first and second laws of thermodynamics anchor this course, developed through property tables, the ideal gas model, and control volume energy balances. Students evaluate work and heat transfer in closed and open systems, then apply the concepts to simple power and refrigeration cycles. Entropy generation and the limits it places on cycle efficiency close out the semester.",LEC,4,2,t,,,,,
MECH-2020,MEC,Strength of Materials,"Bending, shear, and deflection of beams under distributed and concentrated loads extend the axial and torsional analysis introduced in earlier coursework. Students construct shear and moment diagrams, compute deflections by integration and superposition, and evaluate buckling of columns under compressive load. Combined loading problems and Mohr's circle for plane stress bring the semester's methods together for design against yield and instability.",LEC,4,2,t,,,,,
MECH-2025,MEC,Strength of Materials Laboratory,"Beams, shafts, and columns come off the whiteboard and onto the test frame in this laboratory. Students mount strain gauges and extensometers to measure bending and torsional deflection, then compare measured strain fields against the analytical predictions from lecture. Tension and buckling tests on standard specimens round out the semester, with each experiment closing in a written report that weighs measurement uncertainty against theory. Laboratory companion to MECH-2020.",LAB,2,2,t,,,,,
MECH-3005,MEC,Fluid Mechanics I,"Fluid statics and the control volume forms of mass, momentum, and energy conservation open this introduction to fluid mechanics, applied to problems in pipes, tanks, and open channels. Students use Bernoulli's equation and dimensional analysis to size simple flow systems and estimate friction losses in laminar and turbulent pipe flow. Lecture problems draw on manometry, flow measurement devices, and basic pump and turbine performance.",LEC,4,3,t,,,,,
MECH-3010,MEC,Fluid Mechanics I Laboratory,"Pipe networks, venturi meters, and a small wind tunnel give this laboratory its hands-on core. Students measure head loss in laminar and turbulent pipe flow, calibrate flow meters against a reference standard, and characterize pump performance curves at varying speed. Each session ends with a report that reconciles measured data against the control volume methods developed in lecture. Laboratory companion to MECH-3005.",LAB,2,3,t,,,,,
MECH-3015,MEC,Heat Transfer,"Conduction, convection, and radiation are treated as a unified set of energy transport mechanisms, beginning with steady and transient conduction in one and two dimensional geometries. Students size fins and extended surfaces, apply correlations for forced and natural convection, and compute radiative exchange between surfaces of varying geometry and emissivity. The course closes with heat exchanger analysis using the log mean temperature difference and effectiveness-NTU methods.",LEC,4,3,t,,,,,
MECH-3020,MEC,Mechanical Vibrations,"Free and forced response of single degree-of-freedom oscillators opens the course, with natural frequency, damping ratio, and resonance developed from spring-mass-damper models. Coverage extends to multi-degree-of-freedom systems, normal modes, and vibration isolation for rotating machinery. Problem sets emphasize predicting amplitude and frequency response from a system's physical parameters.",LEC,4,3,t,,,,,
MECH-3025,MEC,Modeling and Control of Dynamic Systems,"Differential equation models of mechanical, electrical, and electromechanical systems are converted into transfer functions and block diagrams as the starting point for this course. Students analyze first and second order system response to step and frequency inputs, then design basic proportional and PID feedback controllers. Root locus and Bode plot techniques are introduced as tools for predicting closed loop stability.",LEC,4,3,t,,,,,
MECH-3030,MEC,Mechanical Behavior of Materials,"Elastic and plastic deformation of engineering metals and polymers is examined through stress-strain testing, yield criteria, and strain hardening models. Students study fatigue crack initiation and growth, creep at elevated temperature, and fracture mechanics parameters used to predict failure. Case studies connect microstructure to macroscopic mechanical response across a range of material classes. Cross-listed with MATL-3040.",LEC,4,3,t,,,,,
MECH-3035,MEC,Analytical and Computational Dynamics,"Lagrangian and Hamiltonian formulations replace the vector Newtonian methods of introductory dynamics, providing a systematic route to the equations of motion for constrained multibody systems. Students derive equations for robotic linkages, vehicle suspensions, and other multi-link mechanisms, then implement numerical integration schemes to simulate their time response. Generalized coordinates, virtual work, and Lagrange multipliers for constraints are recurring tools throughout.",LEC,4,3,t,,,,,
MECH-3040,MEC,Fluid Mechanics II,"The Navier-Stokes equations are derived and solved for a set of classical exact solutions before the course turns to boundary layer theory and its role in drag prediction. Students analyze laminar to turbulent transition, separation, and wake formation over immersed bodies such as airfoils and cylinders. External flow problems involving lift and drag coefficients connect the theory to vehicle and structure design.",LEC,4,3,t,,,,,
MECH-3045,MEC,Mechanical Engineering Analysis,"Ordinary and partial differential equations that arise in mechanical engineering problems are solved using series solutions, separation of variables, and Laplace transform methods. Students apply linear algebra and matrix methods to coupled systems of equations, then use numerical techniques including finite differences to approximate solutions that resist closed form treatment. Applications are drawn from vibration, heat conduction, and structural problems covered elsewhere in the curriculum.",LEC,4,3,t,,,,,
MECH-3050,MEC,Design for Manufacturing,"Design-for-manufacture rules are examined process by process: draft angles and wall thickness for injection molding, bend allowances and minimum flange lengths for sheet metal, and parting-line placement for casting. Students redesign a supplied part to reduce cycle time or scrap rate under a named manufacturing process, then justify the cost impact of each change. Cross-listed with MANU-3030.",LEC,4,3,t,,,,,
MECH-3055,MEC,Machining Processes,"Conventional machining processes such as turning, milling, drilling, and grinding are analyzed through cutting mechanics: chip formation, tool geometry, and the speeds and feeds that govern material removal rate. Tool wear mechanisms and their effect on surface finish and dimensional accuracy are covered alongside selection of cutting tool materials such as carbide and ceramic inserts. Cross-listed with MANU-2020.",LEC,4,3,t,,,,,
MECH-3060,MEC,Statistical Quality Control,"Statistical methods for monitoring and improving process quality open with control charts: X-bar and R charts, p-charts, and the rules used to detect an out-of-control process. Process capability indices such as Cp and Cpk quantify how well a process meets specification limits, and acceptance sampling plans are introduced for incoming inspection. Worked examples draw on measurement data from machined parts and assembly lines. Cross-listed with MANU-3010.",LEC,4,3,t,,,,,
MECH-4005,MEC,Senior Design I,"Teams identify a real mechanical engineering problem, write a requirements specification, and generate concept designs against competing criteria such as cost, manufacturability, and performance. Students run trade studies, build early prototypes or simulations to retire risk, and present a converged concept to a review panel. The course sets the technical and organizational foundation that carries into the build and test phase of the following semester.",LEC,4,4,t,,,,,
MECH-4010,MEC,Senior Design II,"Teams carry their approved concept from the prior semester into detailed design, fabrication, and testing. Students refine drawings and specifications, procure or machine components, and run a validation test plan against the original requirements. The course closes with a formal design review and a final report documenting what worked, what changed, and what the team would do differently.",LEC,4,4,t,,,,,
MECH-4015,MEC,Advanced Fluid Mechanics,"Turbulence closure models, including eddy viscosity and Reynolds-averaged formulations, are developed alongside compressible gas dynamics for this advanced treatment of fluid flow. Students derive and apply the governing equations for shock waves, expansion fans, and choked flow in nozzles, then extend viscous flow theory to separated and three-dimensional boundary layers. The course is problem-set intensive, drawing on research-level fluid mechanics literature.",LEC,4,4,t,,,,,
MECH-4020,MEC,Biofluid Mechanics,"Blood flow through arteries, veins, and capillary beds is modeled using non-Newtonian viscosity relationships suited to biological tissue, with pulsatile flow and vessel compliance treated alongside classical fluid mechanics. Students also examine respiratory airflow through the branching airway tree and the fluid dynamics of implanted and external biomedical devices such as stents, valves, and dialysis equipment. Problem sets connect physiological measurements to fluid mechanical models of disease and device performance.",LEC,4,4,t,,,,,
MECH-4025,MEC,Design of Digital Control Systems,"Digital control design is developed from the z-transform through pulse transfer functions, covering discretization of continuous plants, digital compensator design, and stability analysis on the z-plane. State-space methods for digital controllers, including pole placement and observer design, extend the classical transform-based techniques covered earlier in the course. Design examples apply these methods to mechanical and electromechanical plants such as a positioning stage or a motor drive. Cross-listed with EENG-4135.",LEC,4,4,t,,,,,
MECH-4030,MEC,Design Optimization,"Numerical optimization techniques such as gradient-based search, genetic algorithms, and topology optimization are applied to structural and mechanical design problems with competing objectives like weight, stiffness, and cost. Students formulate design variables, constraints, and objective functions for case problems such as bracket redesign or truss layout, then solve them with optimization software. Cross-listed with MANU-4025.",LEC,4,4,t,,,,,
MECH-4035,MEC,Fatigue in Mechanical Design,"Cyclic loading and its effect on mechanical components anchors this course: S-N curves, stress concentration factors, and mean-stress corrections are used to predict fatigue life for shafts, fasteners, and welded joints. Crack initiation and propagation are introduced through basic fracture mechanics, including crack growth rate models. Historical failures, from aircraft fuselages to bridge components, illustrate how design margins are set in practice. Cross-listed with MANU-4030.",LEC,4,4,t,,,,,
MECH-4040,MEC,Advanced Mechatronics for Manufacturing,"Automated manufacturing equipment is built from the integration of sensors, actuators, and embedded control, and this course covers PLC programming, servo motor control, and sensor selection for closed-loop feedback. Students design and program a control system for a small automated workcell, such as a pick-and-place station or a robotic dispensing arm, addressing timing, safety interlocks, and fault handling. Cross-listed with MANU-4020.",LEC,4,4,t,,,,,
MECH-4045,MEC,Global Manufacturing,"Location decisions for manufacturing capacity are analyzed against labor cost, logistics distance, tariff exposure, and quality risk across regions. Case studies of multinational producers illustrate tradeoffs between offshoring, nearshoring, and reshoring, including the hidden costs of extended supply chains such as inventory buffers and quality escapes. Students build a landed-cost comparison for a candidate product across two or more manufacturing locations. Cross-listed with MANU-4015.",LEC,4,4,t,,,,,
MECH-4050,MEC,Special Topics in Mechanical Engineering,"Topics in this course rotate by offering and are announced in advance, drawing on emerging areas of mechanical engineering such as soft robotics, additive manufacturing process design, or biomechanical tissue modeling. Each offering is organized around a focused set of readings, problem sets, and a term project appropriate to the topic. The course allows the department to bring current research areas into the senior curriculum.",LEC,4,4,t,,,,,
NUCL-1005,NUC,Introduction to Nuclear Engineering,"Fission physics, the nuclear fuel cycle, and the major reactor types in commercial use are surveyed in this broad overview of the nuclear engineering field. Students trace uranium from mining through enrichment, fuel fabrication, reactor use, and waste management, and examine the regulatory and safety framework governing each stage. The course is oriented toward giving incoming majors a map of the discipline before they specialize.",LEC,4,1,t,,,,,
NUCL-1010,NUC,Nuclear Engineering and Radiological Sciences I,"Nuclear reactions, radioactive decay, and the interaction of radiation with matter form the shared foundation of nuclear engineering and radiological sciences covered in this course. Students calculate activity, half-life, and basic radiation dose, and survey reactor concepts alongside medical and industrial uses of radiation. The course establishes the vocabulary and calculation methods used throughout the rest of the curriculum.",LEC,4,1,t,,,,,
NUCL-2005,NUC,Nuclear Engineering and Radiological Sciences II,"Building on the introductory survey, this course develops quantitative dose calculation methods, shielding fundamentals, and reactor physics concepts in greater depth. Students compute effective dose from mixed radiation fields and apply attenuation calculations to simple shielding geometries. The course bridges the department's introductory sequence and its more specialized upper-level coursework.",LEC,4,2,t,,,,,
NUCL-2010,NUC,Fluid Mechanics for Nuclear Engineering,"Coolant flow through reactor core channels is the organizing problem of this course, covering single-phase pressure drop, flow distribution among parallel channels, and the onset of boiling in two-phase conditions. Students apply mass, momentum, and energy balances to simplified core and heat exchanger geometries to predict coolant temperature and pressure profiles. The course builds the fluid mechanics foundation needed for later reactor thermal-hydraulics and safety analysis coursework.",LEC,4,2,t,,,,,
NUCL-3005,NUC,Nuclear Reactor Kinetics,"Point kinetics equations describe how reactor power responds to changes in reactivity, and form the analytical center of this course. Students work through delayed neutron effects, reactivity feedback from temperature and void changes, and transient response to control rod motion or reactivity insertion accidents. Numerical solution of the kinetics equations is used throughout to predict power excursions and their time constants.",LEC,4,3,t,,,,,
NUCL-3010,NUC,Reactor Thermal Hydraulics,"Reactor thermal hydraulics covers the heat generation, conduction, and removal processes that keep a reactor core within its safety limits. Students analyze fuel rod heat conduction, critical heat flux, and departure from nucleate boiling, and evaluate how coolant flow and pressure drop interact with core power distribution. Steady-state and transient safety margins are calculated for representative core geometries using standard correlations. The course connects core-level thermal design to the broader safety analysis performed for full reactor systems.",LEC,4,3,t,,,,,
NUCL-3015,NUC,Nuclear Instrumentation Laboratory,"Students operate scintillation and semiconductor radiation detectors in this laboratory, calibrating energy response and characterizing counting statistics against theoretical distributions. Weekly experiments cover pulse height analysis, dead time correction, and background subtraction using standard nuclear instrumentation electronics. Each experiment concludes with a written report presenting measured data alongside its statistical uncertainty. Laboratory companion to NUCL-3025.",LAB,2,3,t,,,,,
NUCL-3020,NUC,Applied Radiation Measurement Laboratory,"This laboratory puts the measurement techniques of its companion lecture into practice, with students calibrating detectors, counting certified sources, and performing efficiency and geometry corrections on their own data. Experiments cover gamma spectroscopy, alpha and beta counting, and simple neutron detection setups. Each session produces a written report documenting procedure, results, and measurement uncertainty. Laboratory companion to NUCL-3030.",LAB,2,3,t,,,,,
NUCL-3025,NUC,Nuclear Instrumentation,"Scintillation, semiconductor, and gas-filled detectors are compared for their response to radiation, energy resolution, and appropriate applications. Students study the electronics chain from preamplifier through pulse height analysis, and apply counting statistics to distinguish real signal from background and detector noise. Signal processing techniques for both pulse counting and spectroscopic measurement are covered.",LEC,4,3,t,,,,,
NUCL-3030,NUC,Applied Radiation Measurement,"Practical measurement techniques for gamma spectroscopy, alpha and beta counting, and neutron detection are developed for use in laboratory and field settings. Students calibrate instruments against certified sources, apply efficiency and geometry corrections, and evaluate measurement uncertainty for a range of detector types. Case studies cover environmental monitoring, contamination surveys, and material assay problems.",LEC,4,3,t,,,,,
NUCL-3035,NUC,Nuclear Materials,"Nuclear materials examines how structural and cladding materials behave under the combined stress of high temperature, corrosive coolant chemistry, and intense radiation fields. Students study radiation-induced defects, swelling, and embrittlement in reactor vessel steels and cladding alloys, and evaluate material selection tradeoffs across different reactor concepts. Mechanical property changes over a component's service life are tracked using standard degradation models. The course builds the materials background needed for later fuel performance and core design coursework.",LEC,4,3,t,,,,,
NUCL-3040,NUC,Nuclear Fuels,"Fuel pellet fabrication, cladding materials, and the fuel-cladding chemical interactions that develop over a fuel rod's life are the technical core of this course. Students track fuel performance through burnup, fission gas release, and dimensional changes, and evaluate fuel cycle chemistry for both uranium oxide and advanced fuel forms. The course connects fuel behavior to the operating limits imposed on reactor cores.",LEC,4,3,t,,,,,
NUCL-3045,NUC,Nuclear Core Design and Analysis,"Fuel assembly geometry, enrichment distribution, and control rod placement are examined as design variables that determine a reactor core's neutron economy and power distribution. Students calculate power peaking factors and thermal margins against safety limits, and evaluate how core loading patterns affect fuel cycle length across successive fuel cycles. The course develops the design tradeoffs that core designers balance when planning a reactor's operating life.",LEC,4,3,t,,,,,
NUCL-3050,NUC,Principles of Radiation Imaging,"Physical principles behind gamma camera, computed tomography, and positron emission imaging are developed from the interaction of radiation with detector and tissue material. Students trace the path from photon emission through detection to reconstructed image, comparing spatial resolution and sensitivity tradeoffs across modalities. The course sets up the physics used in later imaging and medical physics coursework.",LEC,4,3,t,,,,,
NUCL-3055,NUC,Experimental Plasma Physics,"Ionized gases are described through single-particle motion in electric and magnetic fields, then through fluid and kinetic models that predict collective behavior such as Debye shielding, plasma oscillations, and wave propagation. Diagnostic techniques used to measure plasma parameters, including probes and spectroscopic methods, are covered alongside the theory they are meant to test. Applications span fusion confinement concepts, plasma processing, and space plasma phenomena. Cross-listed with EENG-4080.",LEC,4,3,t,,,,,
NUCL-3060,NUC,Experimental Plasma Physics Laboratory,"Working with a small laboratory plasma source, students measure electron temperature and density using electrostatic probes and observe basic plasma phenomena such as sheath formation and wave propagation. Diagnostic techniques including optical emission spectroscopy are used to characterize discharge conditions, and results are compared to the theoretical models covered in lecture. Laboratory companion to NUCL-3055. Cross-listed with EENG-4085.",LAB,2,3,t,,,,,
NUCL-4005,NUC,Senior Design I,"Senior Design I opens the capstone sequence with team-based conceptual design of a nuclear or radiological engineering system chosen in consultation with the department. Students define design requirements, evaluate competing concepts against safety and performance criteria, and produce a preliminary design package supported by engineering calculations. Project scheduling and design reviews are practiced alongside the technical work. The course ends with a formal preliminary design review presented to a faculty panel.",LEC,4,4,t,,,,,
NUCL-4010,NUC,Senior Design II,"Senior Design II carries the project defined in the first design course through detailed design, analysis, and final documentation. Students refine their design in response to preliminary review feedback, complete supporting calculations and safety arguments, and produce a final design report and drawing package. Teams present and defend their completed design in a format resembling professional design review. The course closes out the design sequence and the undergraduate degree program.",LEC,4,4,t,,,,,
NUCL-4015,NUC,Neutron Transport and Reactor Physics,"Neutron transport and reactor physics develops the diffusion and transport equations that govern the steady-state neutron population in a reactor core. Students compute multiplication factors, flux distributions, and criticality conditions for multi-region core geometries, and compare diffusion-theory results against transport-theory benchmarks. Multigroup energy treatment and simple numerical solution methods are used to connect the underlying physics to practical core calculations. The course extends the kinetics behavior studied earlier into a full steady-state physics treatment.",LEC,4,4,t,,,,,
NUCL-4020,NUC,Nuclear Power Reactors,"Commercial reactor types, including pressurized water, boiling water, and advanced designs, are compared for their core configuration, coolant system, and safety systems. Students analyze plant-level thermodynamic cycles, balance of plant systems, and the operational characteristics that distinguish each reactor type. The course connects reactor physics and thermal-hydraulics concepts to full power plant design and operation.",LEC,4,4,t,,,,,
NUCL-4025,NUC,Computational Fluid Dynamics for Nuclear Applications,"Mesh generation and discretization of the governing flow equations introduce students to computational fluid dynamics as applied to nuclear reactor components such as coolant channels and fuel assemblies. Students set up and run simulations using standard turbulence models, then compare predicted velocity and temperature fields against benchmark data. The course emphasizes correct problem setup and result verification over the underlying numerical theory.",LEC,4,4,t,,,,,
NUCL-4030,NUC,Fusion Reactor Technology,"Magnetic confinement concepts, including the tokamak and stellarator configurations, are examined alongside the engineering challenges of sustaining a burning plasma. Students study first-wall and blanket materials, tritium breeding, and the heat removal systems required to handle fusion power densities. The course addresses the specific engineering problems that separate fusion reactor design from fission reactor practice.",LEC,4,4,t,,,,,
NUCL-4035,NUC,Plasma Physics,"Kinetic theory of plasmas extends the fluid-like descriptions used in introductory treatments, developing the Vlasov equation and its role in describing collisionless plasma behavior. Students analyze plasma waves, instabilities, and Landau damping, then apply the theory to confinement and heating problems relevant to fusion devices. The course moves quickly into advanced kinetic and wave phenomena built on a working knowledge of basic plasma concepts.",LEC,4,4,t,,,,,
NUCL-4040,NUC,Radiation Shielding,"Attenuation and buildup factor calculations for gamma rays and neutrons form the quantitative core of this course, applied to shield design for reactors, medical facilities, and radioactive material storage. Students select shielding materials and thicknesses to meet dose limits at specified distances, accounting for source geometry and scattered radiation. The course culminates in a shielding design project evaluated against regulatory dose criteria.",LEC,4,4,t,,,,,
NUCL-4045,NUC,Medical Radiation Health Engineering,"Radiation protection principles are applied specifically to medical settings in this course, covering dose limits for patients, staff, and the public in diagnostic and therapeutic environments. Students design shielding and room layouts for imaging suites and treatment areas, and evaluate regulatory compliance requirements for medical radiation facilities. Case studies address quality assurance programs and incident reporting practices in clinical radiation use.",LEC,4,4,t,,,,,
